make,model,price_usd,year,kilometer,fuel_type,transmission,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length_mm,width_mm,height_mm,seating_capacity,fuel_tank_capacity_l
Hyundai,i10 Magna,2820,2009,107000,Petrol,Manual,Grey,Third,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0
BMW,5-Series 525d Luxury Plus,27360,2014,68000,Diesel,Automatic,Blue,First,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
Toyota,Fortuner 2.8 4x2 AT [2016-2020],37080,2017,52000,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Lexus,ES 300h,52500,2017,31059,Petrol,Automatic,Brown,First,Individual,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915.0,1820.0,1450.0,5.0,65.0
Maruti Suzuki,S-Cross Alpha 1.6,8988,2017,114000,Diesel,Manual,Grey,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0
BMW,X5 xDrive 30d Expedition,57600,2017,35000,Diesel,Automatic,Black,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Mahindra,TUV300 T10,9420,2017,44000,Diesel,Manual,White,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Hyundai,i20 Active 1.4 S,9000,2017,72000,Diesel,Manual,Maroon,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],49800,2019,8000,Diesel,Automatic,Blue,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,Alto VXi,3840,2014,54000,Petrol,Manual,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,GLA 200 CDI Style,21000,2015,99000,Diesel,Automatic,White,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Mahindra,TUV300 T10,11339,2019,88000,Diesel,Manual,White,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995.0,1795.0,1817.0,7.0,60.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,330000,2020,11000,Diesel,Automatic,White,Second,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5199.0,2220.0,1840.0,4.0,105.0
Ford,Endeavour Sport 2.0 4x4 AT,49200,2021,19000,Diesel,Automatic,White,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903.0,1869.0,1837.0,7.0,80.0
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,21000,2021,33000,Petrol,Automatic,Black,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Ertiga VDi 1.3 Diesel,9732,2018,44153,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0
Land Rover,Discovery Sport HSE Luxury 7-Seater,82800,2020,32368,Diesel,Automatic,White,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Hyundai,Verna 1.6 CRDI SX,8700,2016,42000,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Jaguar,XF Portfolio Diesel,55200,2020,56000,Diesel,Automatic,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067.0,2091.0,1457.0,5.0,66.0
Tata,Nexon EV XZ Plus,17820,2020,10000,Electric,Automatic,Blue,First,Individual,,,,FWD,3993.0,1811.0,1606.0,5.0,
Land Rover,Range Rover 3.0 V6 Diesel Vogue,231600,2019,63000,Diesel,Automatic,Black,First,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999.0,2220.0,1835.0,5.0,105.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],7800,2017,49422,Petrol,Automatic,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
MG,Hector Plus Smart 1.5 DCT Petrol,23100,2021,19000,Petrol,Automatic,Silver,First,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0
Honda,City SV CVT,7080,2015,75258,Petrol,Automatic,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Santro Sportz CNG [2018-2020],5940,2019,46000,CNG,Manual,Silver,First,Individual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,60.0
Maruti Suzuki,Baleno Zeta 1.3,8340,2016,68921,Diesel,Manual,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,Verna 1.6 CRDI SX,9588,2018,79800,Diesel,Manual,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Volkswagen,Polo Highline1.2L (P),3900,2013,53000,Petrol,Manual,Red,Second,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0
Mahindra,Scorpio S5 2WD 7 STR,14280,2018,59000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Jaguar,XJ 3.0 Portfolio,69600,2017,30000,Diesel,Automatic,White,First,Individual,2993 cc,225 bhp @ 4000 rpm,689 Nm @ 1800 rpm,RWD,5255.0,2105.0,1460.0,5.0,77.0
Maruti Suzuki,Alto LXi BS-III,1680,2009,65000,Petrol,Manual,Silver,Third,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,Baleno Zeta 1.2,9000,2021,58000,Petrol,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mercedes-Benz,M-Class ML 350 CDI,31200,2014,94000,Diesel,Automatic,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0
Maruti Suzuki,Alto 800 Lx CNG,3588,2017,45000,CNG,Manual,Silver,First,Individual,796 cc,48 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],41640,2018,62152,Diesel,Automatic,Silver,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,12900,2019,28000,Petrol,Automatic,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,7800,2019,15000,Petrol,Automatic,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,Amaze 1.2 S i-VTEC,5100,2014,53610,Petrol,Manual,White,Second,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Nissan,Terrano XL D Plus,5340,2014,75000,Diesel,Manual,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
Maruti Suzuki,XL6 Zeta MT Petrol,14700,2022,16000,Petrol,Manual,Grey,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445.0,1775.0,1700.0,6.0,45.0
Audi,A3 35 TDI Premium + Sunroof,16200,2015,60000,Diesel,Automatic,Black,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Volkswagen,Polo Trendline 1.2L (P),4140,2011,101923,Petrol,Manual,White,Second,Individual,,,,,,,,,
Mercedes-Benz,C-Class 220 BlueEfficiency,17400,2014,45000,Diesel,Automatic,White,First,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],32988,2017,120000,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,Santro GLS,1692,2009,56400,Petrol,Manual,Silver,Third,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565.0,1525.0,1590.0,5.0,35.0
Hyundai,Creta 1.6 S Plus AT,16500,2017,70000,Diesel,Automatic,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Innova 2.4 G 7 STR [2016-2017],21900,2016,82567,Diesel,Manual,White,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,A8 3.0 TDI quattro,58800,2015,32000,Diesel,Automatic,Blue,First,Individual,2967 cc,247 bhp @ 4000 rpm,580 Nm @ 1750 rpm,AWD,5265.0,1949.0,1471.0,4.0,90.0
Honda,Jazz V Diesel,6300,2015,68244,Diesel,Manual,Silver,Second,Individual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Audi,Q7 3.0 TDI quattro Premium,39600,2014,25000,Diesel,Automatic,Brown,Second,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0
Hyundai,Eon Magna +,4860,2018,34000,Petrol,Manual,Red,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Audi,Q3 35 TDI quattro Premium Plus,30600,2017,36000,Diesel,Automatic,Blue,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,City SV,10500,2019,36000,Petrol,Manual,Bronze,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Swift VXi,4260,2014,68005,Petrol,Manual,White,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Ford,Ecosport Titanium 1.5L TDCi,11100,2018,74797,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Land Rover,Evoque SE Dynamic,78000,2021,12000,Diesel,Automatic,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360.0,2120.0,1635.0,5.0,57.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],7500,2019,31000,Petrol,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Datsun,Redigo T(O) 1.0,5100,2020,7520,Petrol,Manual,Red,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429.0,1560.0,1541.0,5.0,28.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],6600,2015,58078,Petrol,Manual,Silver,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Volkswagen,Vento Comfortline Diesel,5219,2014,79081,Diesel,Manual,Grey,First,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Mercedes-Benz,GLE 350 d,70800,2018,28000,Diesel,Automatic,White,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,GLC 220 d Progressive,42000,2017,72000,Diesel,Automatic,White,First,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656.0,1890.0,1639.0,5.0,66.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],21000,2022,23000,Petrol,Automatic,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Chevrolet,Captiva LTZ AWD AT,5700,2012,74000,Diesel,Automatic,White,First,Individual,1991 cc,150@4000,320@2000,,4660.0,1870.0,1755.0,7.0,65.0
Hyundai,Xcent S 1.2 (O),5100,2015,11628,Petrol,Manual,Black,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
Ford,Ecosport Titanium + 1.5L TDCi,8100,2017,81323,Diesel,Manual,Silver,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],8100,2016,50000,Diesel,Manual,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Toyota,Innova 2.4 ZX 7 STR [2016-2020],20700,2016,145000,Diesel,Manual,White,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,A3 40 TFSI Premium,21120,2017,48000,Petrol,Automatic,White,First,Individual,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],8760,2017,80000,Diesel,Manual,Yellow,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift LXi,3612,2011,28513,Petrol,Manual,Others,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Wagon R LXi LPG,3300,2011,42000,LPG,Manual,White,Second,Individual,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD,3595.0,1475.0,1700.0,5.0,28.0
Ford,Figo Duratorq Diesel ZXI 1.4,2700,2013,87000,Diesel,Manual,Grey,First,Individual,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3795.0,1680.0,1427.0,5.0,45.0
Hyundai,Eon Magna [2011-2012],2220,2012,55700,Petrol,Manual,Silver,Second,Individual,814 cc,56@5500,75@4000,,3495.0,1550.0,1500.0,5.0,32.0
Maruti Suzuki,Alto 800 Lxi,3420,2017,45600,Petrol,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Volkswagen,Vento Highline Diesel,4200,2013,78000,Diesel,Manual,White,Second,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Rolls-Royce,Ghost Extended Wheelbase,240000,2012,55000,Petrol,Automatic,White,Third,Individual,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD,5569.0,1948.0,1550.0,5.0,82.5
Mercedes-Benz,GLS 400d 4MATIC,154800,2021,3000,Diesel,Automatic,White,First,Individual,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207.0,2157.0,1823.0,7.0,90.0
Skoda,Superb Style TSI AT,19800,2017,52458,Petrol,Automatic,Black,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Maruti Suzuki,Alto 800 Lxi CNG,3180,2017,30000,CNG,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Tata,Tiago Revotron XE [2016-2019],4740,2017,46992,Petrol,Manual,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Honda,Jazz V Petrol,6000,2016,54440,Petrol,Manual,Silver,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mahindra,Alturas G4 4WD AT [2018-2020],33240,2019,32000,Diesel,Automatic,Black,First,Individual,2157 cc,178 bhp @ 4000 rpm,420 Nm @ 1600 rpm,AWD,4850.0,1960.0,1845.0,7.0,70.0
Mercedes-Benz,M-Class ML 250 CDI,29400,2015,103000,Diesel,Automatic,White,First,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,37500,2020,28600,Petrol,Automatic,White,First,Individual,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Kia,Carnival Limousine Plus 7 STR,35400,2020,72000,Diesel,Automatic,White,First,Individual,2199 cc,197 bhp @ 3800 rpm,440 Nm @ 1750 rpm,FWD,5115.0,1985.0,1755.0,7.0,60.0
Maruti Suzuki,Ertiga VDI SHVS,7440,2016,64906,Diesel,Manual,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Mercedes-Benz,GLA 220 d Activity Edition,27000,2016,79000,Diesel,Automatic,Red,First,Individual,2143 cc,168 bhp @ 3400 rpm,350 Nm @ 1400 rpm,AWD,4417.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Ciaz Delta 1.4 MT,6780,2017,64000,Petrol,Manual,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],6600,2018,56000,Petrol,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Santro XO eRLX - Euro III,2136,2007,85000,Petrol,Manual,Silver,Second,Individual,1086 cc,63@5500,89@3000,,3565.0,1525.0,1590.0,5.0,35.0
Mahindra,Scorpio S5,18600,2022,12000,Diesel,Manual,White,First,Individual,2179 cc,137 bhp @ 3750 rpm,319 Nm @ 1500 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],8532,2018,67900,Diesel,Manual,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Tata,Tigor Revotron XM,4500,2018,48144,Petrol,Manual,Grey,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3992.0,1677.0,1537.0,5.0,35.0
BMW,X1 sDrive20d xLine,53700,2021,7100,Diesel,Automatic,Orange,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Porsche,Macan Base [2019-2020],109200,2022,9000,Petrol,Automatic,Blue,First,Individual,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4696.0,1923.0,1624.0,5.0,65.0
Maruti Suzuki,Alto VXi [2014-2019],2940,2016,64000,Petrol,Manual,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Honda,City V Diesel,8280,2016,38000,Diesel,Manual,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Toyota,Innova 2.5 G BS IV 8 STR,11339,2016,65321,Diesel,Manual,White,First,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585.0,1765.0,1760.0,8.0,55.0
Mercedes-Benz,A-Class A 180 Sport Petrol,16200,2014,80000,Petrol,Automatic,White,Third,Individual,1595 cc,121 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4292.0,1780.0,1433.0,4.0,50.0
Maruti Suzuki,Vitara Brezza ZDi,10200,2018,37093,Diesel,Manual,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volkswagen,Vento Highline 1.0L TSI,14400,2021,37230,Petrol,Manual,Grey,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Maruti Suzuki,Celerio VXi AMT,3948,2014,76116,Petrol,Automatic,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Honda,Civic 1.8V MT,3600,2010,83359,Petrol,Manual,White,First,Individual,1799 cc,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD,4545.0,1750.0,1450.0,5.0,50.0
Audi,A4 2.0 TDI Technology,13800,2013,30000,Diesel,Automatic,Silver,Second,Individual,,,,,,,,,
BMW,5-Series 530d M Sport [2013-2017],58800,2018,38000,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Hyundai,Santro Sportz CNG [2018-2020],5580,2019,28000,CNG,Manual,White,First,Individual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,60.0
Skoda,Superb L&K TSI AT,28200,2018,14120,Petrol,Automatic,Brown,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Hyundai,Eon D-Lite +,3000,2014,25000,Petrol,Manual,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
MG,Hector Plus Sharp 1.5 DCT Petrol,23400,2020,28584,Petrol,Automatic,Black,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0
BMW,X5 xDrive 30d,35700,2015,87000,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Land Rover,Evoque HSE,45600,2017,50000,Diesel,Automatic,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360.0,2120.0,1635.0,5.0,57.0
Maruti Suzuki,Alto LXi CNG [2014-2018],3960,2017,63200,CNG,Manual,Grey,First,Individual,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,4.0,60.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],4919,2014,55000,Petrol,Manual,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Ford,Figo Titanium1.5 TDCi,6900,2019,71569,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD,3886.0,1695.0,1525.0,5.0,40.0
Hyundai,i10 Magna 1.2 Kappa2,3240,2012,41200,Petrol,Manual,Silver,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Mahindra,Scorpio SLE BS-IV,5219,2013,117000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0
Maruti Suzuki,Swift DZire VXI,5580,2014,65000,Petrol,Manual,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],81600,2022,33000,Diesel,Automatic,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Hyundai,i10 Magna 1.2 Kappa2,4200,2011,21000,Petrol,Manual,Red,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Hyundai,Venue SX 1.0 Turbo iMT,10800,2020,23000,Petrol,Manual,Brown,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Swift LXi,7140,2016,26357,Petrol,Manual,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,Creta 1.6 SX Plus AT Petrol,15120,2018,33500,Petrol,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Tata,Zest XE 75 PS Diesel,6360,2020,5923,Diesel,Manual,White,First,Commercial Registration,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995.0,1706.0,1570.0,5.0,44.0
Maruti Suzuki,Ertiga VDi,7188,2015,72000,Diesel,Manual,Silver,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Mahindra,XUV500 W11 AT,19140,2018,54154,Diesel,Automatic,Red,Second,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
